GS,BB,RBI,R,HR,InnOuts,ADJ Salary,ADJ Salary Group
117.0,19,54.0,61,6,3017.0,990095,0
117.0,69,79.0,61,22,3066.0,4158401,1
70.0,42,42.0,46,5,1791.0,451483,0
8.0,2,4.0,4,1,231.0,198019,0
82.0,29,44.0,50,8,2292.0,207920,0
34.0,19,14.0,26,1,1170.0,782175,0
100.0,33,30.0,43,0,2876.0,693066,0
140.0,57,80.0,82,12,3586.0,5577539,1
15.0,12,13.0,11,5,387.0,198019,0
2.0,1,0.0,1,0,54.0,198019,0
10.0,4,2.0,6,0,288.0,198019,0
10.0,0,0.0,2,0,288.0,198019,0
83.0,12,13.0,17,3,2137.0,1138609,1
83.0,26,28.0,22,6,2137.0,1138609,1
100.0,43,50.0,42,7,2705.0,1559400,1
5.0,2,0.0,4,0,123.0,198019,0
119.0,64,69.0,57,27,3162.0,1752469,1
66.0,21,14.0,27,0,1774.0,198019,0
52.0,22,27.0,38,3,1760.0,514849,0
0.0,0,0.0,1,0,24.0,297028,0
85.0,29,25.0,36,0,2251.0,1386133,1
40.0,9,18.0,27,1,1171.0,198019,0
1.0,0,1.0,1,1,45.0,198019,0
98.0,37,45.0,64,12,2497.0,5148497,1
67.0,11,11.0,11,0,1778.0,297028,0
67.0,10,9.0,6,0,1778.0,297028,0
3.0,41,92.0,71,21,69.0,2376229,1
0.0,0,1.0,0,0,155.0,366335,0
125.0,44,67.0,67,10,3207.0,227721,0
104.0,16,36.0,44,2,2789.0,267325,0
126.0,41,59.0,55,6,3320.0,1138609,1
30.0,12,12.0,15,1,874.0,455443,0
103.0,33,61.0,51,17,2509.0,198019,0
157.0,78,77.0,98,17,4088.0,6336612,2
38.0,37,18.0,22,1,1004.0,589106,0
120.0,66,45.0,69,4,3345.0,198019,0
89.0,60,41.0,36,9,2444.0,1039600,1
42.0,12,12.0,11,0,1228.0,663364,0
145.0,40,87.0,65,20,3955.0,3861372,1
68.0,27,29.0,42,3,1886.0,204949,0
51.0,0,0.0,1,0,1387.0,267325,0
51.0,12,22.0,30,7,1387.0,267325,0
3.0,7,5.0,6,1,100.0,584156,0
96.0,24,39.0,60,11,2548.0,811878,0
45.0,28,20.0,46,1,1537.0,623760,0
29.0,7,14.0,15,0,878.0,198019,0
136.0,70,35.0,55,5,3583.0,1848177,1
121.0,70,62.0,65,9,3179.0,4070392,1
43.0,8,28.0,13,6,1136.0,405939,0
161.0,42,98.0,69,21,4277.0,2475239,1
20.0,35,34.0,24,17,558.0,1782172,1
136.0,82,78.0,69,25,3661.0,2442235,1
42.0,12,21.0,16,5,1100.0,211880,0
29.0,5,11.0,12,2,776.0,1188114,1
5.0,2,0.0,2,0,144.0,211880,0
141.0,16,20.0,31,2,3625.0,506928,0
81.0,13,31.0,21,8,2252.0,356434,0
48.0,6,46.0,41,12,1157.0,2178210,1
155.0,33,61.0,85,15,4169.0,524750,0
89.0,28,42.0,40,5,2338.0,4950478,1
80.0,0,3.0,2,0,2044.0,396038,0
80.0,25,32.0,50,2,2044.0,396038,0
154.0,49,42.0,70,4,4067.0,1881181,1
19.0,6,4.0,12,0,692.0,841581,0
65.0,20,19.0,21,5,1785.0,270296,0
114.0,4,6.0,7,2,3006.0,3878505,1
114.0,48,72.0,63,19,3006.0,3878505,1
41.0,15,26.0,30,10,1156.0,247523,0
4.0,0,1.0,0,0,130.0,213860,0
91.0,30,45.0,36,9,2387.0,514849,0
0.0,0,0.0,0,0,35.0,207920,0
19.0,6,2.0,8,0,559.0,198019,0
147.0,46,68.0,96,15,3848.0,396038,0
152.0,69,90.0,89,23,4005.0,3300317,1
22.0,2,7.0,8,2,589.0,435642,0
22.0,0,2.0,1,1,589.0,435642,0
115.0,74,72.0,74,6,3071.0,782175,0
58.0,7,27.0,24,6,1365.0,2178210,1
58.0,4,12.0,10,4,1365.0,2178210,1
142.0,71,82.0,75,24,3714.0,2508242,1
53.0,23,12.0,42,1,1477.0,198019,0
17.0,11,14.0,14,3,616.0,306929,0
67.0,15,41.0,31,6,1754.0,306929,0
146.0,70,108.0,92,37,3789.0,3663353,1
37.0,15,24.0,28,10,1044.0,1212867,1
0.0,0,0.0,0,0,10.0,203959,0
2.0,0,2.0,0,0,99.0,198019,0
40.0,20,10.0,18,0,1179.0,207920,0
87.0,72,101.0,83,37,2226.0,3960382,1
2.0,1,1.0,1,0,42.0,198019,0
123.0,35,34.0,36,3,3337.0,990095,0
57.0,27,22.0,18,5,1478.0,1386133,1
3.0,0,1.0,0,0,105.0,198019,0
112.0,40,63.0,65,20,2947.0,1683162,1
118.0,97,61.0,119,28,2983.0,4653449,1
8.0,4,1.0,5,0,237.0,198019,0
5.0,3,1.0,3,0,156.0,198019,0
61.0,3,3.0,4,0,1986.0,613859,0
61.0,37,24.0,56,3,1986.0,613859,0
31.0,17,14.0,19,2,899.0,203959,0
102.0,16,39.0,42,8,2774.0,202969,0
102.0,8,13.0,12,3,2774.0,202969,0
125.0,45,50.0,58,3,3180.0,2524743,1
150.0,110,108.0,87,39,4004.0,2970286,1
14.0,12,6.0,6,1,351.0,1633657,1
14.0,10,0.0,4,0,351.0,1633657,1
28.0,14,26.0,12,3,900.0,297028,0
77.0,19,57.0,32,9,2062.0,1485143,1
128.0,46,35.0,50,2,3462.0,465344,0
12.0,6,9.0,10,2,542.0,198019,0
123.0,72,57.0,62,12,3345.0,841581,0
148.0,89,60.0,106,9,3866.0,1386133,1
0.0,1,0.0,0,0,15.0,386137,0
145.0,28,57.0,56,10,3818.0,237622,0
126.0,87,73.0,70,17,3317.0,3960382,1
135.0,36,50.0,39,4,3510.0,1633657,1
135.0,14,10.0,9,1,3510.0,1633657,1
19.0,10,15.0,14,5,569.0,198019,0
28.0,6,10.0,11,0,938.0,811878,0
81.0,13,44.0,32,5,2072.0,425741,0
118.0,69,67.0,52,7,3191.0,1297025,1
24.0,3,6.0,4,0,585.0,673265,0
54.0,29,31.0,23,8,1436.0,1386133,1
54.0,1,4.0,3,2,1436.0,1386133,1
47.0,29,26.0,26,1,1209.0,1029699,1
141.0,37,48.0,54,8,3786.0,2178210,1
9.0,4,4.0,5,1,326.0,198019,0
9.0,1,3.0,2,0,326.0,198019,0
3.0,0,0.0,0,0,105.0,198019,0
3.0,0,0.0,4,0,105.0,198019,0
82.0,42,28.0,62,2,1876.0,792076,0
13.0,5,6.0,10,0,404.0,752472,0
153.0,65,52.0,93,7,4131.0,356434,0
145.0,93,114.0,104,33,3858.0,1683162,1
159.0,45,120.0,112,32,4199.0,2475239,1
100.0,48,67.0,39,15,2926.0,1009897,1
10.0,1,4.0,9,2,256.0,198019,0
0.0,0,0.0,1,0,27.0,198019,0
119.0,33,25.0,68,5,3242.0,1366331,1
86.0,21,53.0,46,14,2526.0,222771,0
87.0,44,31.0,27,3,2253.0,1138609,1
144.0,35,48.0,46,1,3826.0,534651,0
0.0,1,0.0,3,0,6.0,198019,0
45.0,12,18.0,18,0,1296.0,693066,0
3.0,1,0.0,1,0,68.0,211880,0
64.0,33,23.0,32,6,1421.0,990095,0
44.0,23,19.0,25,0,1285.0,1059402,1
61.0,27,29.0,27,4,1685.0,1287124,1
128.0,66,77.0,67,17,3407.0,2376229,1
40.0,9,15.0,17,1,1177.0,207920,0
141.0,48,60.0,80,6,3802.0,772274,0
161.0,48,115.0,79,24,4263.0,3696357,1
106.0,104,62.0,59,25,2666.0,3960382,1
17.0,5,11.0,12,5,504.0,216830,0
21.0,6,2.0,12,0,647.0,198019,0
141.0,44,72.0,79,4,3797.0,2112204,1
8.0,0,0.0,4,0,245.0,198019,0
22.0,5,9.0,10,3,666.0,287127,0
49.0,22,23.0,18,6,1241.0,1287124,1
103.0,39,38.0,29,7,2850.0,1138609,1
55.0,16,16.0,13,3,1421.0,376236,0
136.0,55,44.0,104,9,3591.0,386137,0
89.0,27,53.0,42,11,2399.0,1485143,1
35.0,30,19.0,26,4,1149.0,198019,0
132.0,24,59.0,45,9,3503.0,1089105,1
52.0,15,28.0,11,1,1414.0,910887,0
89.0,37,29.0,40,5,2325.0,297028,0
35.0,17,33.0,16,7,936.0,356434,0
2.0,0,0.0,0,0,96.0,201979,0
35.0,4,16.0,9,2,1003.0,1366331,1
35.0,12,4.0,13,1,1003.0,1366331,1
80.0,22,33.0,40,4,2299.0,841581,0
51.0,85,68.0,63,17,1339.0,2920782,1
36.0,21,7.0,14,3,953.0,198019,0
150.0,63,80.0,91,22,3998.0,356434,0
41.0,12,24.0,24,0,1415.0,267325,0
74.0,37,75.0,39,10,1953.0,1584153,1
139.0,74,49.0,71,11,3589.0,213860,0
94.0,44,27.0,32,5,2511.0,2351477,1
160.0,81,55.0,100,5,4219.0,1914185,1
98.0,45,33.0,37,7,2529.0,960392,0
78.0,18,18.0,19,2,2040.0,267325,0
16.0,3,6.0,14,1,578.0,990095,0
54.0,14,32.0,25,7,1371.0,2475239,1
2.0,7,12.0,3,3,63.0,237622,0
16.0,3,3.0,7,2,412.0,207920,0
158.0,90,44.0,108,3,4174.0,2178210,1
61.0,25,27.0,24,9,1679.0,495047,0
152.0,62,95.0,91,19,4012.0,4455430,1
84.0,31,26.0,25,2,2182.0,1683162,1
3.0,1,4.0,4,2,129.0,306929,0
39.0,11,24.0,17,1,1166.0,241583,0
4.0,0,1.0,0,0,106.0,297028,0
138.0,58,93.0,90,35,3540.0,4124738,1
4.0,1,2.0,1,0,87.0,445543,0
18.0,10,14.0,19,2,594.0,198019,0
33.0,26,21.0,22,8,909.0,1336629,1
1.0,0,1.0,0,0,27.0,198019,0
134.0,34,56.0,67,15,3501.0,1782172,1
122.0,29,24.0,35,1,3109.0,1947187,1
157.0,33,122.0,87,33,4115.0,376236,0
4.0,0,2.0,4,0,132.0,198019,0
135.0,12,2.0,5,1,3546.0,2970286,1
135.0,54,71.0,61,15,3546.0,2970286,1
115.0,35,39.0,73,6,3084.0,2004943,1
17.0,8,3.0,11,1,444.0,198019,0
132.0,44,80.0,42,13,3244.0,4125397,1
27.0,12,12.0,9,1,876.0,198019,0
30.0,13,12.0,12,3,820.0,198019,0
150.0,38,62.0,76,3,3963.0,2970286,1
150.0,10,15.0,23,0,3963.0,2970286,1
1.0,3,0.0,0,0,55.0,410889,0
141.0,74,37.0,38,1,3707.0,1138609,1
60.0,14,23.0,20,2,1584.0,198019,0
11.0,4,2.0,5,0,251.0,198019,0
113.0,30,58.0,46,6,3030.0,3663353,1
137.0,61,50.0,61,1,3610.0,3910877,1
5.0,0,1.0,2,1,117.0,198019,0
105.0,39,30.0,42,6,2799.0,1716166,1
23.0,8,19.0,7,1,602.0,990095,0
24.0,8,7.0,13,0,676.0,198019,0
133.0,67,57.0,62,15,3556.0,198019,0
2.0,47,44.0,41,13,36.0,2264425,1
2.0,20,21.0,11,3,36.0,2264425,1
3.0,2,0.0,4,0,111.0,198019,0
3.0,4,3.0,3,1,98.0,495047,0
80.0,27,30.0,30,7,2101.0,1089105,1
56.0,15,13.0,21,2,1449.0,198019,0
46.0,22,47.0,36,6,1385.0,207920,0
16.0,10,1.0,10,0,522.0,321781,0
152.0,82,69.0,96,11,3929.0,3234311,1
14.0,2,12.0,11,4,384.0,198019,0
0.0,1,3.0,0,0,12.0,198019,0
139.0,45,85.0,59,24,3687.0,1584153,1
8.0,8,2.0,2,0,243.0,241583,0
58.0,11,17.0,17,3,1609.0,277226,0
60.0,4,29.0,22,5,1462.0,351483,0
145.0,40,89.0,72,14,3764.0,594057,0
99.0,50,21.0,28,0,2555.0,915838,0
119.0,57,31.0,66,3,3093.0,1392733,1
150.0,49,96.0,70,16,3929.0,3217810,1
46.0,30,19.0,21,2,1196.0,227721,0
106.0,32,86.0,67,21,2766.0,3960382,1
83.0,18,49.0,36,15,2399.0,356434,0
124.0,45,65.0,73,15,3295.0,306929,0
161.0,71,66.0,84,4,4152.0,2970286,1
148.0,48,118.0,92,31,3926.0,2277219,1
55.0,18,32.0,47,12,1505.0,198019,0
2.0,0,1.0,1,0,93.0,495047,0
112.0,26,41.0,45,6,2999.0,752472,0
92.0,16,15.0,16,1,2491.0,504948,0
92.0,22,13.0,30,0,2491.0,504948,0
147.0,94,88.0,91,35,3897.0,2871277,1
14.0,22,16.0,11,2,447.0,1029699,1
79.0,22,22.0,33,5,1905.0,207920,0
15.0,57,48.0,43,14,432.0,198019,0
0.0,0,0.0,0,0,18.0,544552,0
140.0,31,51.0,81,3,3714.0,2227715,1
90.0,54,54.0,49,11,2335.0,532063,0
72.0,25,45.0,32,11,1922.0,3040364,1
20.0,6,23.0,7,4,513.0,209025,0
145.0,71,105.0,101,32,3880.0,2270771,1
19.0,12,4.0,13,1,497.0,503560,0
37.0,7,12.0,4,1,973.0,1805216,1
106.0,65,87.0,67,21,2872.0,562467,0
52.0,29,23.0,36,2,1947.0,262231,0
148.0,43,86.0,94,22,3851.0,3325398,1
26.0,12,13.0,16,4,798.0,1254150,1
98.0,50,44.0,58,7,2175.0,3879631,1
85.0,23,32.0,41,3,1888.0,1463175,1
60.0,38,27.0,40,2,1866.0,313537,0
54.0,8,15.0,26,1,1639.0,195723,0
36.0,16,28.0,29,10,898.0,6223245,2
138.0,47,59.0,82,19,3785.0,399047,0
59.0,54,38.0,35,6,1570.0,1520182,1
103.0,40,45.0,40,16,2782.0,194773,0
81.0,29,31.0,36,11,2213.0,204274,0
40.0,13,18.0,29,7,1210.0,622324,0
67.0,11,23.0,11,1,1742.0,1235147,1
112.0,84,70.0,57,16,2907.0,627075,0
118.0,28,43.0,57,5,3165.0,2090250,1
98.0,15,14.0,24,0,2481.0,1330159,1
162.0,53,114.0,99,34,4283.0,4877251,1
48.0,12,22.0,15,2,1369.0,201424,0
30.0,12,12.0,11,4,760.0,394297,0
140.0,89,51.0,93,8,3590.0,5225625,1
122.0,49,70.0,54,16,3302.0,4750569,1
123.0,39,56.0,56,14,3222.0,3467915,1
8.0,2,7.0,6,0,252.0,190022,0
141.0,43,83.0,76,9,3659.0,5035603,1
105.0,26,41.0,45,4,2844.0,2375284,1
48.0,11,17.0,15,4,1334.0,1235147,1
9.0,0,7.0,4,1,204.0,2470295,1
9.0,0,0.0,0,0,204.0,2470295,1
30.0,1,9.0,10,0,849.0,199523,0
16.0,6,3.0,1,0,453.0,237528,0
132.0,37,48.0,45,5,3470.0,4370523,1
121.0,61,71.0,69,11,3368.0,579569,0
151.0,60,60.0,87,5,4001.0,1615193,1
128.0,35,40.0,64,8,3311.0,1206644,1
9.0,3,7.0,7,1,358.0,674580,0
47.0,26,32.0,21,4,1074.0,190022,0
4.0,1,3.0,3,1,212.0,190022,0
64.0,11,26.0,32,2,1619.0,589070,0
151.0,33,66.0,58,18,4019.0,5130614,1
73.0,24,30.0,32,1,2037.0,679331,0
54.0,30,20.0,36,1,1498.0,950113,0
61.0,11,7.0,11,2,1727.0,1239898,1
61.0,18,16.0,24,6,1727.0,1239898,1
140.0,52,96.0,79,21,3714.0,3990477,1
22.0,10,3.0,7,0,617.0,228027,0
103.0,35,51.0,38,19,2789.0,4592217,1
141.0,52,50.0,92,2,3764.0,1605692,1
17.0,3,8.0,5,1,444.0,204274,0
128.0,50,31.0,44,0,3420.0,2818672,1
106.0,14,20.0,38,3,2782.0,209025,0
44.0,11,21.0,24,3,1313.0,807596,0
156.0,55,60.0,110,17,4152.0,1520182,1
115.0,56,86.0,75,28,2952.0,6270751,2
65.0,20,18.0,37,0,1764.0,228027,0
103.0,32,74.0,42,18,2665.0,2375284,1
68.0,17,28.0,14,1,1963.0,2470295,1
62.0,38,31.0,37,6,1812.0,237528,0
144.0,11,49.0,52,3,3858.0,3040364,1
146.0,26,49.0,72,0,3996.0,731587,0
49.0,15,22.0,25,5,1369.0,589070,0
36.0,28,25.0,20,4,815.0,190022,0
108.0,62,66.0,71,18,2797.0,1520182,1
131.0,83,50.0,102,5,3500.0,6650796,2
39.0,6,11.0,10,3,1239.0,1520182,1
39.0,3,6.0,4,0,1239.0,1520182,1
76.0,14,33.0,39,10,2347.0,285034,0
56.0,138,109.0,104,32,1430.0,228027,0
153.0,80,100.0,92,23,4116.0,285034,0
145.0,32,86.0,63,25,3574.0,4085489,1
37.0,11,14.0,13,5,1049.0,437052,0
37.0,0,0.0,0,0,1049.0,437052,0
47.0,24,18.0,40,1,1557.0,313537,0
137.0,22,104.0,69,31,3577.0,6318256,2
131.0,23,50.0,59,12,3576.0,3990477,1
14.0,6,6.0,3,0,402.0,427551,0
155.0,70,58.0,87,8,4213.0,2280273,1
4.0,1,2.0,1,0,110.0,190022,0
82.0,15,38.0,34,14,2127.0,1092630,1
35.0,11,21.0,16,3,891.0,428818,0
52.0,21,32.0,23,13,1257.0,228027,0
30.0,5,10.0,7,0,1147.0,216625,0
59.0,19,17.0,42,5,1735.0,399047,0
97.0,10,11.0,7,1,2660.0,1339660,1
97.0,17,40.0,29,2,2660.0,1339660,1
61.0,23,39.0,36,11,1649.0,1567687,1
79.0,48,33.0,39,11,2007.0,6840819,2
85.0,46,35.0,51,6,2290.0,5383977,1
85.0,12,40.0,46,12,2211.0,1757710,1
27.0,1,1.0,1,1,716.0,190022,0
27.0,3,12.0,10,2,716.0,190022,0
120.0,55,69.0,88,20,3096.0,3990477,1
121.0,46,59.0,72,14,3229.0,342040,0
78.0,18,41.0,21,11,2029.0,353442,0
145.0,73,91.0,71,28,3776.0,1852721,1
41.0,21,20.0,15,4,1265.0,570068,0
77.0,23,31.0,20,3,2072.0,1140136,1
149.0,44,88.0,91,26,3910.0,2376234,1
31.0,11,4.0,17,1,1024.0,831349,0
38.0,25,12.0,17,3,991.0,194773,0
45.0,8,7.0,10,0,1186.0,684081,0
151.0,48,69.0,80,11,4024.0,389546,0
88.0,25,95.0,60,28,2210.0,247029,0
64.0,27,29.0,28,1,1686.0,1520182,1
95.0,58,21.0,58,0,2538.0,294535,0
127.0,26,31.0,30,0,3277.0,1092630,1
42.0,7,11.0,14,3,1123.0,323038,0
42.0,16,14.0,15,5,1123.0,323038,0
58.0,25,10.0,28,2,1870.0,190022,0
58.0,12,15.0,14,1,1870.0,190022,0
50.0,18,41.0,31,5,1287.0,2598561,1
13.0,2,5.0,4,0,379.0,190022,0
38.0,14,13.0,15,2,1048.0,209025,0
90.0,14,24.0,23,1,2370.0,1159138,1
20.0,5,8.0,5,0,543.0,190022,0
27.0,5,9.0,7,1,727.0,190022,0
30.0,10,5.0,11,0,894.0,190022,0
30.0,1,2.0,1,0,894.0,190022,0
39.0,3,0.0,2,0,1274.0,1425170,1
39.0,9,9.0,9,1,1274.0,1425170,1
39.0,9,10.0,12,1,1274.0,1425170,1
44.0,7,16.0,10,1,1202.0,190022,0
42.0,35,29.0,23,7,1156.0,1092630,1
0.0,0,0.0,0,0,32.0,997619,0
136.0,52,33.0,77,3,3688.0,190022,0
129.0,89,64.0,64,25,3438.0,3737114,1
120.0,78,133.0,102,44,3111.0,3325398,1
147.0,40,91.0,65,21,3920.0,285034,0
59.0,21,35.0,37,6,1592.0,3040364,1
121.0,79,72.0,87,17,3192.0,2977021,1
2.0,0,7.0,2,1,135.0,855102,0
35.0,8,8.0,19,3,989.0,997619,0
116.0,101,89.0,85,31,3059.0,3040364,1
89.0,37,55.0,57,9,2313.0,4180500,1
119.0,90,78.0,94,23,3191.0,3800455,1
36.0,12,7.0,11,1,842.0,218526,0
134.0,53,46.0,79,4,3606.0,831349,0
150.0,46,80.0,65,13,3926.0,4180500,1
118.0,40,50.0,44,4,3253.0,665079,0
27.0,12,15.0,10,2,867.0,570068,0
145.0,42,54.0,84,8,3824.0,532063,0
124.0,40,69.0,51,13,3254.0,199523,0
18.0,5,0.0,9,0,454.0,190022,0
17.0,6,2.0,6,0,452.0,313537,0
11.0,14,14.0,7,0,315.0,1282653,1
18.0,14,5.0,7,1,459.0,218526,0
45.0,13,20.0,17,1,1296.0,2280273,1
40.0,14,12.0,7,1,1051.0,210925,0
5.0,4,6.0,6,1,174.0,224226,0
67.0,13,20.0,19,1,1782.0,494059,0
21.0,24,11.0,26,1,1013.0,646077,0
10.0,58,61.0,77,10,252.0,5900206,1
82.0,20,47.0,47,2,2353.0,1805216,1
91.0,69,55.0,81,16,2341.0,3230386,1
81.0,16,17.0,20,1,2046.0,190022,0
66.0,17,41.0,34,13,1736.0,532063,0
142.0,24,64.0,86,8,3904.0,235628,0
6.0,1,1.0,1,0,162.0,218526,0
105.0,41,45.0,53,6,2944.0,584319,0
55.0,29,25.0,28,1,1557.0,3087869,1
125.0,30,34.0,45,5,3278.0,209025,0
98.0,33,51.0,44,6,2733.0,2432291,1
124.0,65,100.0,78,31,3107.0,4275512,1
160.0,108,38.0,112,2,4227.0,5383977,1
59.0,22,26.0,22,6,1656.0,950113,0
132.0,63,73.0,54,17,3124.0,3847960,1
107.0,22,27.0,27,0,2801.0,1710204,1
23.0,10,22.0,18,5,628.0,494059,0
22.0,4,14.0,4,1,614.0,818998,0
112.0,37,38.0,59,3,3072.0,598571,0
2.0,0,1.0,1,0,114.0,218526,0
27.0,16,11.0,21,1,1008.0,1235147,1
2.0,0,0.0,0,0,77.0,418050,0
2.0,0,0.0,0,0,77.0,418050,0
148.0,55,96.0,69,19,3907.0,4994109,1
37.0,25,3.0,10,0,1054.0,218526,0
151.0,49,58.0,74,12,3953.0,2992858,1
104.0,47,40.0,39,8,2722.0,4148829,1
57.0,25,20.0,24,2,1571.0,584319,0
0.0,0,0.0,1,0,3.0,238795,0
136.0,75,99.0,86,28,3557.0,7220864,2
32.0,24,23.0,21,6,807.0,950113,0
1.0,0,0.0,0,0,30.0,1140136,1
0.0,95,93.0,84,29,9.0,3230386,1
127.0,26,42.0,52,8,3203.0,3293727,1
110.0,36,52.0,65,6,2970.0,2090250,1
114.0,14,69.0,54,10,2976.0,1187642,1
126.0,67,89.0,72,20,3247.0,4940591,1
64.0,30,19.0,34,2,1664.0,1377665,1
115.0,34,74.0,79,18,3195.0,513061,0
56.0,23,19.0,25,0,1843.0,855102,0
41.0,15,11.0,9,0,1112.0,855102,0
112.0,21,36.0,38,6,2742.0,1244649,1
152.0,31,89.0,92,15,3918.0,6017388,2
7.0,4,13.0,6,4,216.0,232777,0
109.0,22,59.0,53,15,3069.0,351542,0
16.0,14,6.0,9,1,474.0,1781463,1
44.0,23,21.0,15,4,1226.0,285034,0
136.0,27,47.0,63,2,3661.0,1900227,1
103.0,33,57.0,64,1,2752.0,319238,0
74.0,13,20.0,11,5,1906.0,1662699,1
74.0,23,28.0,26,7,1906.0,1662699,1
46.0,77,75.0,133,17,1220.0,6163070,2
108.0,75,54.0,60,0,2992.0,950113,0
43.0,19,22.0,25,2,1107.0,760091,0
125.0,34,54.0,71,8,3318.0,475056,0
92.0,35,38.0,48,11,2463.0,3547092,1
120.0,26,68.0,57,5,3252.0,2061746,1
130.0,62,98.0,81,27,3496.0,361043,0
116.0,54,77.0,66,10,3063.0,6080728,2
122.0,53,75.0,69,19,3190.0,4209004,1
52.0,22,28.0,17,4,1407.0,1330159,1
94.0,20,42.0,47,7,2633.0,266031,0
20.0,2,14.0,7,2,633.0,536814,0
129.0,42,64.0,59,16,3455.0,351542,0
76.0,36,48.0,37,17,2033.0,2533636,1
10.0,4,1.0,3,1,270.0,247029,0
138.0,16,33.0,51,5,3642.0,1235147,1
42.0,9,12.0,7,2,1127.0,437052,0
112.0,26,80.0,67,19,2917.0,2090250,1
124.0,45,69.0,68,20,3279.0,1710204,1
19.0,13,4.0,8,0,513.0,256530,0
15.0,5,2.0,0,0,402.0,190022,0
35.0,83,63.0,69,23,943.0,475056,0
124.0,46,68.0,64,9,3272.0,6498778,2
66.0,18,29.0,37,6,1795.0,228027,0
112.0,25,77.0,52,24,3005.0,1686452,1
153.0,41,56.0,85,10,4045.0,3135377,1
50.0,18,15.0,19,1,1474.0,275533,0
85.0,48,34.0,43,3,2263.0,190022,0
57.0,30,21.0,40,4,1755.0,1425170,1
97.0,44,50.0,48,16,2374.0,4402192,1
53.0,12,21.0,18,4,1475.0,408548,0
63.0,30,16.0,18,2,1719.0,190022,0
70.0,39,17.0,45,1,1809.0,5914458,1
98.0,40,36.0,33,6,2595.0,1187642,1
51.0,32,14.0,17,1,1467.0,2660318,1
51.0,13,7.0,6,0,1467.0,2660318,1
123.0,47,62.0,59,9,3150.0,807596,0
154.0,78,117.0,108,38,4108.0,4117160,1
115.0,83,51.0,58,4,3087.0,2375284,1
137.0,49,74.0,65,16,3599.0,4307183,1
62.0,23,23.0,41,4,1728.0,494059,0
56.0,17,14.0,16,2,1464.0,570068,0
52.0,9,35.0,18,5,1337.0,959614,0
95.0,2,2.0,2,1,2542.0,1211395,1
95.0,49,42.0,39,11,2542.0,1211395,1
8.0,72,90.0,76,20,210.0,2581141,1
46.0,23,21.0,33,3,1369.0,237528,0
125.0,78,122.0,115,44,3253.0,6650796,2
152.0,67,49.0,67,12,4036.0,1073628,1
138.0,58,85.0,86,25,3625.0,4750569,1
118.0,98,57.0,105,18,2947.0,6175739,2
110.0,16,24.0,14,4,2947.0,2185261,1
110.0,11,20.0,14,0,2947.0,2185261,1
3.0,0,1.0,0,0,78.0,2422790,1
37.0,18,9.0,11,0,1157.0,950113,0
142.0,93,75.0,62,22,3788.0,5415648,1
54.0,16,17.0,16,1,1439.0,950113,0
75.0,31,32.0,30,5,1931.0,1505930,1
114.0,22,67.0,50,6,2992.0,1995238,1
37.0,12,13.0,15,0,974.0,1482177,1
63.0,18,28.0,38,0,1791.0,1900227,1
40.0,30,15.0,20,0,1028.0,1235147,1
7.0,1,1.0,2,0,177.0,190022,0
12.0,1,7.0,3,0,381.0,266031,0
8.0,1,2.0,2,1,270.0,418050,0
96.0,31,50.0,51,13,2563.0,199523,0
80.0,41,42.0,36,12,2151.0,3642101,1
62.0,37,12.0,48,3,1637.0,4212169,1
110.0,16,53.0,34,12,3167.0,532063,0
71.0,31,21.0,43,0,1915.0,4180500,1
38.0,17,21.0,18,6,939.0,220426,0
67.0,14,49.0,38,9,1801.0,475056,0
140.0,67,92.0,84,21,3737.0,2232767,1
45.0,2,11.0,12,1,1209.0,741088,0
0.0,0,0.0,0,0,4.0,3800455,1
0.0,0,0.0,0,0,4.0,3800455,1
141.0,48,81.0,66,18,3707.0,4750569,1
54.0,47,20.0,32,1,1423.0,1140136,1
72.0,32,43.0,33,4,2029.0,636576,0
143.0,25,44.0,44,9,3831.0,2375284,1
153.0,52,67.0,96,16,4042.0,722086,0
147.0,107,116.0,95,25,3920.0,4370523,1
155.0,90,100.0,102,18,4076.0,4560546,1
25.0,2,0.0,3,0,945.0,532063,0
25.0,0,3.0,2,1,945.0,532063,0
25.0,11,4.0,10,1,945.0,532063,0
32.0,14,18.0,16,4,843.0,408548,0
100.0,33,41.0,25,3,2558.0,1966735,1
139.0,30,54.0,53,3,3727.0,1092630,1
75.0,1,0.0,1,0,1993.0,1757710,1
75.0,27,17.0,17,4,1993.0,1757710,1
75.0,15,19.0,12,6,1993.0,1757710,1
32.0,18,24.0,24,7,916.0,494059,0
8.0,7,2.0,4,1,266.0,224226,0
56.0,28,24.0,45,7,1468.0,1140136,1
0.0,0,0.0,0,0,28.0,199523,0
53.0,21,29.0,19,1,1533.0,1456841,1
129.0,71,83.0,87,17,3412.0,4142496,1
46.0,19,23.0,23,4,1101.0,294535,0
37.0,15,18.0,20,2,1087.0,855102,0
54.0,7,5.0,15,1,1545.0,342040,0
54.0,4,9.0,12,2,1545.0,342040,0
49.0,3,1.0,2,0,1344.0,969116,0
49.0,36,19.0,22,1,1344.0,969116,0
6.0,3,5.0,4,0,202.0,218526,0
104.0,31,47.0,26,10,2637.0,242279,0
38.0,14,7.0,13,0,1020.0,190022,0
143.0,55,38.0,81,4,3788.0,3990477,1
133.0,34,62.0,69,4,3527.0,4109242,1
68.0,24,22.0,30,4,1876.0,199523,0
