GS,BB,RBI,R,HR,InnOuts,ADJ Salary,ADJ Salary Group
74.0,36,28.0,26,4,1965.0,558216,0
149.0,62,99.0,89,34,4030.0,5683243,1
30.0,4,13.0,9,1,856.0,1127255,1
131.0,31,35.0,72,15,3491.0,541082,0
98.0,44,24.0,25,2,2631.0,1465431,1
7.0,3,2.0,5,0,186.0,901804,0
80.0,18,31.0,44,7,2214.0,557991,0
107.0,42,80.0,53,26,2788.0,2254510,1
48.0,17,14.0,17,5,1262.0,541082,0
144.0,28,77.0,86,18,3753.0,14090688,3
81.0,30,39.0,26,8,2158.0,9205915,2
123.0,42,40.0,75,14,3322.0,594627,0
44.0,8,15.0,15,0,1305.0,1048347,1
109.0,94,56.0,59,14,2907.0,12862718,3
140.0,53,60.0,63,6,3711.0,558329,0
134.0,52,68.0,70,16,3484.0,5129010,1
151.0,73,67.0,88,16,3995.0,5523549,1
21.0,9,7.0,5,1,897.0,543675,0
33.0,5,11.0,18,2,858.0,545591,0
52.0,28,31.0,29,11,1235.0,563627,0
81.0,27,29.0,23,4,2243.0,1279434,1
145.0,67,76.0,86,14,3880.0,543449,0
120.0,26,55.0,46,12,3261.0,3381765,1
46.0,8,28.0,16,4,1276.0,901804,0
46.0,1,0.0,2,0,1276.0,901804,0
64.0,36,13.0,27,0,1667.0,554271,0
115.0,91,76.0,72,18,3054.0,565769,0
24.0,4,9.0,15,2,690.0,541082,0
99.0,21,72.0,62,18,2673.0,542209,0
92.0,32,58.0,53,16,2397.0,11836178,3
116.0,68,53.0,72,13,3078.0,2649049,1
12.0,20,8.0,7,1,269.0,1127255,1
131.0,56,85.0,89,22,3383.0,6119384,2
64.0,39,37.0,31,7,1676.0,6848074,2
45.0,6,28.0,16,5,1206.0,3607216,1
55.0,16,12.0,29,3,1527.0,543336,0
86.0,27,53.0,45,9,2414.0,541082,0
120.0,22,54.0,51,5,3004.0,541082,0
101.0,25,71.0,67,28,2672.0,541082,0
149.0,27,30.0,47,4,3908.0,6763530,2
149.0,13,44.0,40,3,3908.0,6763530,2
47.0,19,27.0,33,8,1212.0,9299854,2
28.0,13,15.0,36,4,734.0,542209,0
107.0,61,48.0,42,9,2813.0,574900,0
115.0,26,54.0,52,12,2729.0,566445,0
154.0,66,139.0,109,44,3975.0,23672356,3
69.0,23,35.0,56,8,1816.0,546718,0
159.0,85,108.0,83,30,4178.0,25926866,3
79.0,0,2.0,2,1,2148.0,6199902,2
79.0,24,52.0,31,11,2148.0,6199902,2
135.0,67,66.0,103,16,3552.0,563627,0
29.0,14,7.0,14,1,967.0,1014529,1
49.0,14,11.0,24,2,1287.0,1127255,1
145.0,49,63.0,58,13,3833.0,6199902,2
54.0,13,12.0,14,1,1418.0,2367235,1
62.0,20,17.0,19,2,1823.0,2367235,1
7.0,0,0.0,1,0,213.0,542209,0
7.0,0,4.0,2,1,213.0,542209,0
24.0,13,3.0,9,0,678.0,543336,0
29.0,20,74.0,54,18,679.0,7608971,2
142.0,40,37.0,80,7,3680.0,544464,0
83.0,41,28.0,39,7,2424.0,544464,0
17.0,6,6.0,7,0,438.0,653807,0
73.0,31,29.0,29,6,1940.0,547845,0
35.0,8,16.0,15,8,970.0,549536,0
48.0,13,12.0,21,2,1294.0,541082,0
127.0,23,41.0,36,8,3318.0,557991,0
127.0,8,35.0,12,7,3318.0,557991,0
145.0,19,29.0,24,5,3752.0,21417846,3
145.0,39,48.0,29,4,3752.0,21417846,3
90.0,43,42.0,43,16,2320.0,1296343,1
97.0,40,55.0,34,11,2499.0,544464,0
82.0,36,23.0,40,4,2078.0,551227,0
67.0,33,24.0,23,7,1776.0,845441,0
0.0,0,0.0,0,0,0.0,577154,0
50.0,9,36.0,21,7,1348.0,2254510,1
16.0,4,5.0,10,0,422.0,550100,0
20.0,54,107.0,72,29,497.0,9581668,2
55.0,15,31.0,27,7,1479.0,542040,0
155.0,27,52.0,68,5,4139.0,585609,0
146.0,34,49.0,58,16,3898.0,7608971,2
55.0,11,17.0,22,0,1450.0,1090619,1
159.0,73,72.0,93,14,4273.0,5382642,1
144.0,56,60.0,65,14,3879.0,566445,0
15.0,8,7.0,8,2,462.0,975075,0
147.0,39,73.0,69,20,3943.0,549255,0
46.0,9,25.0,16,2,1279.0,986348,0
74.0,12,39.0,38,11,1961.0,845441,0
0.0,0,0.0,0,0,9.0,541561,0
40.0,4,19.0,7,1,1065.0,1127255,1
50.0,2,5.0,1,0,1133.0,10145295,3
50.0,35,19.0,28,3,1133.0,10145295,3
64.0,0,0.0,1,0,1783.0,542209,0
64.0,17,32.0,35,5,1783.0,542209,0
137.0,22,45.0,67,8,3569.0,5720819,1
48.0,15,19.0,27,3,1505.0,563627,0
122.0,56,53.0,55,10,3320.0,3550853,1
128.0,38,92.0,81,16,3338.0,20854218,3
71.0,29,26.0,27,9,1869.0,4001755,1
70.0,25,20.0,35,2,1883.0,4471444,1
142.0,29,67.0,57,8,3749.0,5467187,1
28.0,31,73.0,61,22,723.0,3353583,1
120.0,52,105.0,85,30,3112.0,13527060,3
121.0,36,95.0,66,32,2949.0,563627,0
65.0,16,29.0,36,11,1767.0,27265481,3
58.0,15,13.0,19,3,1528.0,549536,0
5.0,3,4.0,5,0,186.0,541646,0
5.0,0,0.0,0,0,186.0,541646,0
128.0,65,52.0,44,13,3453.0,552354,0
100.0,40,31.0,62,7,2731.0,2818137,1
144.0,50,89.0,79,20,3796.0,12343442,3
73.0,20,17.0,38,1,1954.0,546718,0
57.0,16,17.0,29,0,1734.0,958166,0
62.0,23,26.0,19,4,1640.0,2536323,1
105.0,40,69.0,74,23,2733.0,11554364,3
40.0,23,16.0,22,2,1052.0,901804,0
107.0,23,33.0,32,4,2947.0,7186251,2
107.0,5,8.0,5,2,2947.0,7186251,2
74.0,18,47.0,30,9,1884.0,4509020,1
12.0,5,2.0,6,1,326.0,542209,0
33.0,14,10.0,11,2,866.0,958166,0
42.0,13,17.0,15,2,1098.0,9351606,2
64.0,25,11.0,30,1,1650.0,2479961,1
103.0,49,41.0,29,12,2745.0,7327157,2
23.0,9,10.0,10,1,665.0,563627,0
70.0,14,39.0,26,5,1869.0,1578157,1
31.0,4,3.0,7,0,834.0,541082,0
143.0,12,33.0,42,8,3820.0,4509020,1
143.0,9,20.0,27,4,3820.0,4509020,1
29.0,22,16.0,21,4,738.0,676353,0
75.0,31,36.0,30,11,1905.0,541082,0
26.0,9,12.0,13,3,735.0,631262,0
153.0,37,48.0,49,14,4091.0,16908826,3
153.0,17,44.0,30,10,4091.0,16908826,3
160.0,63,57.0,86,11,4232.0,11272550,3
77.0,12,17.0,12,3,2092.0,544464,0
77.0,13,13.0,18,4,2092.0,544464,0
116.0,46,86.0,75,37,3103.0,541082,0
119.0,43,50.0,81,10,3276.0,1127255,1
151.0,63,112.0,108,41,3954.0,8016035,2
20.0,4,6.0,10,1,477.0,542209,0
98.0,20,51.0,72,19,2734.0,2212238,1
24.0,6,15.0,8,4,609.0,3945392,1
146.0,44,83.0,91,30,3772.0,10521046,3
27.0,13,30.0,19,4,842.0,591808,0
40.0,3,11.0,9,2,1122.0,986348,0
40.0,0,0.0,4,0,1122.0,986348,0
49.0,29,12.0,10,3,1258.0,789078,0
49.0,8,19.0,10,6,1258.0,789078,0
80.0,22,58.0,46,12,2152.0,554609,0
66.0,20,16.0,44,3,1762.0,2649049,1
143.0,44,105.0,92,27,3727.0,6763530,2
152.0,74,63.0,85,21,4033.0,12399805,3
3.0,1,1.0,0,0,75.0,591808,0
130.0,52,40.0,65,1,3491.0,3099951,1
84.0,16,30.0,33,1,2268.0,1558430,1
78.0,29,75.0,56,18,2040.0,3381765,1
7.0,0,2.0,0,0,184.0,546718,0
7.0,0,0.0,0,0,184.0,546718,0
102.0,90,85.0,81,10,2666.0,25926866,3
99.0,49,77.0,63,19,2639.0,16908826,3
48.0,13,19.0,18,5,1241.0,541082,0
111.0,37,55.0,56,24,2909.0,546718,0
118.0,29,32.0,70,0,3184.0,555173,0
122.0,47,41.0,71,4,3220.0,3381765,1
40.0,3,17.0,13,2,1071.0,580536,0
40.0,0,4.0,1,1,1071.0,580536,0
118.0,76,110.0,85,35,3083.0,7890785,2
150.0,61,94.0,105,33,4030.0,15781570,3
56.0,30,37.0,36,16,1523.0,1014529,1
8.0,5,3.0,7,0,256.0,3156314,1
152.0,75,106.0,102,43,4093.0,11272550,3
76.0,35,62.0,50,19,1953.0,1239980,1
133.0,45,58.0,99,15,3559.0,17731005,3
55.0,28,34.0,27,14,1358.0,2254510,1
116.0,53,53.0,50,21,3135.0,8454413,2
22.0,6,11.0,14,1,601.0,590456,0
81.0,51,57.0,74,18,2128.0,33817652,3
46.0,10,13.0,15,1,1186.0,543900,0
134.0,77,93.0,75,24,3500.0,11554364,3
117.0,54,84.0,66,24,3096.0,26067773,3
44.0,25,17.0,26,3,1219.0,541082,0
54.0,19,20.0,21,8,1372.0,20431498,3
42.0,17,22.0,18,4,1083.0,1296343,1
137.0,61,90.0,66,32,3667.0,571168,0
104.0,51,57.0,43,15,2635.0,560604,0
86.0,19,57.0,52,20,2318.0,1239980,1
136.0,36,65.0,62,6,3565.0,577375,0
35.0,8,13.0,8,1,915.0,542074,0
110.0,27,25.0,53,1,2894.0,553717,0
90.0,27,21.0,24,1,2395.0,562410,0
101.0,52,35.0,47,3,2714.0,3043588,1
31.0,9,19.0,20,2,858.0,553717,0
155.0,81,93.0,91,21,4063.0,17190639,3
5.0,0,0.0,0,0,129.0,543900,0
5.0,2,3.0,3,1,129.0,543900,0
33.0,22,6.0,8,1,940.0,1239980,1
102.0,43,82.0,70,23,2702.0,10145295,3
28.0,11,9.0,10,1,766.0,543900,0
109.0,45,46.0,68,11,2918.0,6763530,2
74.0,14,33.0,34,9,1982.0,541082,0
28.0,44,47.0,46,18,845.0,1127255,1
21.0,10,14.0,13,4,539.0,543900,0
116.0,35,28.0,50,6,3156.0,552354,0
13.0,4,0.0,3,0,362.0,541082,0
13.0,2,4.0,1,1,362.0,541082,0
141.0,55,85.0,85,32,3838.0,546718,0
58.0,50,52.0,55,14,1545.0,2722320,1
25.0,5,7.0,8,2,763.0,543900,0
113.0,9,18.0,19,1,3042.0,5678547,1
113.0,11,25.0,17,5,3042.0,5678547,1
112.0,50,20.0,54,2,3041.0,543900,0
49.0,7,24.0,14,3,1357.0,541082,0
66.0,25,56.0,28,14,1769.0,22545101,3
34.0,5,7.0,10,2,880.0,548409,0
107.0,34,46.0,53,14,3042.0,557991,0
26.0,12,16.0,13,3,679.0,1296343,1
11.0,1,7.0,6,0,253.0,676353,0
158.0,37,59.0,59,17,4225.0,11723452,3
158.0,19,45.0,28,7,4225.0,11723452,3
98.0,23,25.0,59,1,2399.0,901804,0
72.0,18,19.0,28,2,1994.0,7233219,2
152.0,62,68.0,102,23,4092.0,12399805,3
95.0,29,68.0,56,16,2569.0,4170843,1
26.0,5,7.0,9,2,686.0,901804,0
4.0,8,15.0,9,5,81.0,1409068,1
4.0,14,10.0,8,3,81.0,1409068,1
81.0,43,45.0,48,11,2161.0,17230898,3
151.0,35,40.0,46,9,4054.0,10708923,3
151.0,18,15.0,26,2,4054.0,10708923,3
77.0,37,43.0,40,11,2085.0,4509020,1
143.0,57,85.0,64,30,3819.0,2479961,1
98.0,29,31.0,29,11,2481.0,4509020,1
135.0,20,45.0,34,8,3483.0,5636275,1
14.0,3,7.0,5,0,333.0,541082,0
55.0,10,16.0,34,3,1496.0,545591,0
123.0,33,86.0,68,27,2990.0,2536323,1
156.0,70,96.0,107,31,4092.0,798471,0
78.0,24,35.0,27,8,2148.0,2860409,1
78.0,5,6.0,9,1,2148.0,2860409,1
64.0,29,39.0,25,12,1822.0,546718,0
62.0,5,2.0,4,0,1753.0,1972696,1
62.0,22,18.0,35,7,1753.0,1972696,1
10.0,5,4.0,4,1,272.0,544464,0
78.0,18,25.0,46,10,2064.0,545591,0
79.0,29,16.0,43,3,2209.0,1033316,1
124.0,47,69.0,62,14,3206.0,563627,0
144.0,62,62.0,47,9,3829.0,1578157,1
52.0,20,14.0,17,0,1381.0,845441,0
26.0,12,4.0,8,0,701.0,6199902,2
1.0,1,0.0,0,0,29.0,555060,0
77.0,27,36.0,56,8,2205.0,1313252,1
76.0,28,26.0,45,6,2057.0,542660,0
64.0,29,48.0,32,9,1631.0,548522,0
159.0,86,115.0,95,31,4197.0,3917211,1
4.0,3,2.0,2,0,121.0,901804,0
66.0,8,11.0,11,1,1798.0,6199902,2
66.0,12,17.0,10,2,1798.0,6199902,2
56.0,15,22.0,14,3,1476.0,2254510,1
29.0,11,14.0,9,2,648.0,1409068,1
136.0,44,45.0,67,8,3631.0,676353,0
31.0,17,6.0,9,1,838.0,542209,0
72.0,36,46.0,44,16,1770.0,7918966,2
103.0,41,45.0,62,9,2795.0,1662701,1
147.0,59,50.0,84,12,3953.0,2367235,1
44.0,21,20.0,17,5,1106.0,551002,0
44.0,19,11.0,18,2,1246.0,10708923,3
38.0,9,17.0,18,4,968.0,6552170,2
39.0,56,50.0,41,10,1030.0,558216,0
29.0,8,7.0,13,0,860.0,704534,0
30.0,9,10.0,8,3,805.0,542547,0
55.0,29,62.0,46,15,1463.0,548860,0
2.0,1,2.0,1,1,66.0,545140,0
68.0,7,29.0,27,12,1877.0,4227206,1
134.0,44,31.0,42,3,3512.0,1972696,1
133.0,43,57.0,71,19,3565.0,551340,0
151.0,46,86.0,62,20,4048.0,545929,0
129.0,49,51.0,49,19,3467.0,558103,0
148.0,17,28.0,49,4,4039.0,20290591,3
148.0,5,27.0,28,5,4039.0,20290591,3
74.0,26,36.0,42,10,2082.0,550325,0
106.0,54,56.0,47,7,3011.0,542209,0
89.0,51,34.0,56,5,2635.0,581663,0
34.0,10,7.0,15,0,959.0,704534,0
112.0,36,60.0,84,11,2939.0,6763530,2
122.0,33,45.0,44,4,3303.0,542209,0
15.0,16,7.0,7,1,362.0,11272550,3
148.0,48,56.0,95,8,3838.0,5467187,1
25.0,6,11.0,10,4,620.0,541082,0
140.0,69,103.0,78,24,3567.0,693261,0
48.0,5,34.0,22,3,1323.0,541082,0
103.0,38,63.0,59,12,2562.0,3607216,1
52.0,18,16.0,15,5,1600.0,1465431,1
52.0,5,5.0,5,1,1600.0,1465431,1
81.0,24,28.0,45,0,2220.0,1409068,1
132.0,65,97.0,83,32,3522.0,14654315,3
22.0,14,7.0,12,2,520.0,13527060,3
66.0,34,46.0,44,6,1875.0,541082,0
112.0,37,92.0,76,22,2959.0,557991,0
28.0,3,11.0,11,1,888.0,542209,0
94.0,37,26.0,41,4,2758.0,557991,0
133.0,57,79.0,70,20,3461.0,572645,0
116.0,44,49.0,69,5,3103.0,7327157,2
77.0,13,19.0,16,4,2062.0,544464,0
77.0,6,11.0,18,7,2062.0,544464,0
152.0,75,102.0,95,27,3938.0,18365647,3
108.0,34,40.0,70,4,2980.0,568136,0
10.0,2,0.0,3,0,322.0,541082,0
10.0,4,1.0,2,0,322.0,541082,0
133.0,45,76.0,65,22,3511.0,7890785,2
29.0,14,16.0,20,3,914.0,541082,0
68.0,27,28.0,37,1,1726.0,1690882,1
5.0,1,1.0,1,0,194.0,553031,0
23.0,8,5.0,14,0,696.0,551678,0
124.0,46,47.0,85,13,3302.0,548860,0
79.0,24,33.0,32,6,2392.0,547958,0
106.0,55,59.0,55,17,2872.0,563063,0
85.0,24,40.0,46,9,2018.0,1719063,1
50.0,24,20.0,16,2,1401.0,542773,0
49.0,33,55.0,39,17,1239.0,5072647,1
80.0,20,32.0,27,8,2129.0,1690882,1
134.0,87,61.0,72,19,3711.0,8172599,2
86.0,27,32.0,36,6,2403.0,555511,0
6.0,21,55.0,35,14,123.0,5636275,1
141.0,45,78.0,79,28,3764.0,7890785,2
1.0,2,0.0,0,0,60.0,541082,0
152.0,97,74.0,88,20,4025.0,5283782,1
150.0,57,62.0,85,3,3999.0,2959044,1
129.0,36,102.0,95,36,3376.0,16908826,3
148.0,48,90.0,86,24,3921.0,7045344,2
66.0,14,26.0,31,1,1962.0,545929,0
12.0,0,4.0,7,0,402.0,845441,0
136.0,60,128.0,103,43,3516.0,17190639,3
144.0,60,72.0,105,19,3801.0,8116236,2
82.0,23,50.0,41,15,2230.0,553594,0
118.0,54,61.0,65,15,3075.0,4086299,1
93.0,56,56.0,53,24,2481.0,10596197,3
13.0,3,9.0,11,3,393.0,542209,0
53.0,14,12.0,16,3,1419.0,3663578,1
53.0,2,2.0,3,1,1419.0,3663578,1
53.0,1,0.0,0,0,1419.0,3663578,1
83.0,33,67.0,79,8,2205.0,18233321,3
91.0,18,56.0,45,18,2400.0,551904,0
90.0,59,65.0,64,27,2360.0,15781570,3
115.0,29,43.0,64,8,3113.0,3099951,1
69.0,84,110.0,93,42,1825.0,3945392,1
140.0,35,51.0,58,9,3752.0,5636275,1
33.0,4,2.0,5,0,869.0,1733154,1
33.0,5,5.0,5,2,869.0,1733154,1
33.0,4,8.0,4,2,869.0,1733154,1
133.0,62,55.0,61,16,3539.0,7186251,2
124.0,33,48.0,73,11,3228.0,543900,0
57.0,29,45.0,28,11,1501.0,5805363,1
59.0,9,27.0,25,8,1598.0,1690882,1
138.0,47,75.0,75,23,3712.0,3043588,1
70.0,9,11.0,17,3,1860.0,547733,0
70.0,6,14.0,10,6,1860.0,547733,0
36.0,7,7.0,13,0,1063.0,845441,0
37.0,12,15.0,15,5,1146.0,1409068,1
48.0,28,25.0,25,5,1511.0,556300,0
0.0,0,0.0,2,0,12.0,653807,0
16.0,14,6.0,13,0,494.0,901804,0
126.0,30,73.0,72,25,3418.0,577718,0
153.0,46,56.0,82,17,4136.0,570391,0
75.0,13,26.0,22,6,2063.0,918712,0
149.0,67,100.0,76,33,3970.0,9018040,2
83.0,19,27.0,40,3,2249.0,542209,0
93.0,16,62.0,53,18,2338.0,3945392,1
39.0,7,6.0,6,3,958.0,789078,0
39.0,6,7.0,6,1,958.0,789078,0
24.0,12,10.0,11,3,650.0,553764,0
12.0,10,14.0,7,3,364.0,845441,0
79.0,42,31.0,42,5,2076.0,15298460,3
144.0,57,95.0,93,25,3841.0,13527060,3
29.0,8,14.0,16,0,796.0,2110865,1
7.0,8,0.0,10,0,235.0,552713,0
49.0,19,44.0,28,9,1357.0,3332945,1
56.0,17,22.0,40,3,1580.0,545492,0
158.0,99,125.0,103,36,4338.0,555490,0
97.0,37,28.0,47,7,2684.0,545492,0
82.0,29,41.0,45,11,2223.0,6110400,2
2.0,6,6.0,2,1,78.0,1499825,1
59.0,24,32.0,21,5,1543.0,8332363,2
59.0,5,0.0,0,0,1543.0,8332363,2
111.0,51,42.0,44,11,3020.0,11109818,3
40.0,8,22.0,16,1,1142.0,888785,0
147.0,48,48.0,79,10,4066.0,2610807,1
68.0,26,18.0,25,1,1946.0,1944218,1
102.0,33,38.0,64,8,2897.0,545492,0
149.0,47,82.0,70,14,4117.0,7776872,2
78.0,25,38.0,33,8,2136.0,6665891,2
95.0,7,16.0,10,5,2364.0,551324,0
95.0,25,32.0,26,13,2364.0,551324,0
145.0,66,109.0,89,23,3872.0,622149,0
97.0,48,38.0,67,14,2585.0,4055083,1
10.0,3,2.0,7,0,442.0,805461,0
133.0,29,68.0,54,12,3359.0,2541370,1
19.0,6,11.0,13,1,630.0,1777570,1
33.0,14,13.0,12,1,883.0,1666472,1
91.0,39,57.0,43,20,2419.0,13331782,3
18.0,8,12.0,14,3,642.0,611040,0
51.0,29,21.0,32,3,1481.0,569378,0
150.0,40,59.0,76,17,4057.0,545769,0
130.0,77,55.0,60,22,3485.0,14606014,3
111.0,44,26.0,30,9,2926.0,14498313,3
143.0,75,70.0,94,27,3777.0,11063527,3
0.0,0,0.0,0,0,3.0,2221963,1
155.0,72,138.0,103,53,4133.0,3666240,1
66.0,19,27.0,28,10,1807.0,548269,0
159.0,38,76.0,66,25,4251.0,8239782,2
156.0,25,108.0,100,33,4182.0,9813672,2
156.0,29,71.0,88,14,4170.0,549936,0
154.0,55,59.0,89,10,4143.0,17053571,3
125.0,53,36.0,76,12,3452.0,2221963,1
11.0,10,12.0,17,5,270.0,1110981,1
60.0,26,39.0,33,8,1621.0,11109818,3
18.0,1,5.0,3,2,486.0,722138,0
134.0,43,79.0,59,22,3603.0,6110400,2
56.0,22,43.0,34,9,1385.0,564934,0
31.0,6,4.0,4,1,935.0,558268,0
31.0,3,4.0,5,1,935.0,558268,0
31.0,0,0.0,0,0,935.0,558268,0
122.0,54,67.0,57,13,3280.0,10554327,3
134.0,47,53.0,92,9,3565.0,9998836,2
67.0,43,52.0,49,13,1968.0,5554909,1
104.0,11,19.0,27,1,2678.0,2291400,1
104.0,4,10.0,12,2,2678.0,2291400,1
91.0,20,49.0,41,17,2432.0,553268,0
123.0,73,92.0,79,23,3292.0,5554909,1
116.0,51,66.0,77,12,3173.0,561601,0
6.0,76,103.0,84,30,117.0,16109236,3
159.0,73,84.0,91,9,4194.0,11387564,3
33.0,11,10.0,11,4,858.0,3444043,1
111.0,43,65.0,68,14,3012.0,4999418,1
117.0,25,61.0,82,15,3064.0,14442764,3
100.0,28,24.0,46,5,2671.0,3249621,1
146.0,50,62.0,84,17,3946.0,2305287,1
72.0,76,86.0,60,34,1932.0,16664727,3
77.0,14,24.0,24,10,2063.0,566600,0
109.0,37,40.0,46,13,2947.0,544936,0
19.0,7,10.0,8,2,537.0,547714,0
90.0,20,40.0,38,4,2466.0,3888436,1
76.0,45,54.0,41,12,1958.0,13888946,3
157.0,26,48.0,68,6,4202.0,7776872,2
155.0,32,55.0,57,12,4098.0,14442764,3
155.0,9,26.0,26,6,4098.0,14442764,3
0.0,0,0.0,0,0,10.0,561045,0
17.0,1,7.0,7,2,486.0,547714,0
109.0,24,56.0,43,14,2678.0,3110749,1
15.0,2,3.0,6,1,447.0,777687,0
139.0,36,41.0,49,7,3712.0,624371,0
107.0,34,32.0,41,8,2868.0,558823,0
159.0,30,44.0,59,10,4254.0,6507179,2
5.0,1,0.0,1,0,129.0,551047,0
5.0,0,2.0,1,0,129.0,551047,0
93.0,29,27.0,39,6,2558.0,4721672,1
93.0,0,0.0,0,0,2558.0,4721672,1
93.0,10,11.0,13,2,2558.0,4721672,1
35.0,7,19.0,13,8,853.0,2777454,1
35.0,2,7.0,5,2,853.0,2777454,1
53.0,23,34.0,31,13,1410.0,1944218,1
158.0,76,80.0,71,23,4245.0,553268,0
15.0,3,4.0,6,0,402.0,546603,0
117.0,29,68.0,56,21,3123.0,2499709,1
134.0,15,51.0,47,17,3490.0,21108655,3
134.0,21,50.0,37,17,3490.0,21108655,3
90.0,53,37.0,34,12,2408.0,1033213,1
160.0,63,109.0,89,30,4316.0,8378655,2
153.0,112,54.0,107,21,4083.0,8193491,2
147.0,26,63.0,74,12,3924.0,552713,0
141.0,50,73.0,63,19,3788.0,586042,0
66.0,29,21.0,17,2,1769.0,2610807,1
24.0,19,14.0,12,1,759.0,1110981,1
44.0,9,23.0,29,9,1365.0,1472050,1
32.0,10,12.0,7,2,751.0,2221963,1
84.0,24,42.0,31,9,2346.0,533271,0
49.0,27,32.0,24,7,1155.0,561045,0
151.0,39,103.0,80,18,4041.0,11202400,3
161.0,135,73.0,101,24,4292.0,21009394,3
86.0,15,46.0,54,9,2533.0,2499709,1
124.0,40,50.0,75,6,3295.0,7776872,2
144.0,40,73.0,66,10,3892.0,585376,0
128.0,35,64.0,66,14,3299.0,7221382,2
83.0,16,36.0,30,11,2091.0,547602,0
146.0,76,84.0,86,17,3877.0,565934,0
2.0,2,0.0,0,0,35.0,1110981,1
105.0,43,48.0,40,15,2756.0,6665891,2
105.0,8,19.0,15,6,2756.0,6665891,2
105.0,93,74.0,75,20,2783.0,833236,0
124.0,44,45.0,59,10,3372.0,3138523,1
127.0,77,63.0,74,22,3328.0,12220800,3
21.0,3,6.0,4,1,597.0,554379,0
21.0,1,0.0,1,0,597.0,554379,0
18.0,3,10.0,8,3,498.0,2527483,1
126.0,46,84.0,74,20,3303.0,11665309,3
106.0,65,42.0,71,12,2764.0,4166181,1
99.0,41,70.0,72,26,2571.0,8808498,2
104.0,40,61.0,41,15,2731.0,6860312,2
11.0,6,6.0,4,3,303.0,3555141,1
11.0,6,6.0,4,3,303.0,6665891,2
45.0,14,16.0,16,1,1354.0,999883,0
55.0,4,4.0,6,0,1452.0,545492,0
55.0,1,2.0,3,0,1452.0,545492,0
55.0,8,18.0,10,3,1452.0,545492,0
50.0,10,22.0,23,1,1371.0,545492,0
106.0,15,79.0,63,21,2797.0,545492,0
69.0,22,19.0,45,7,1839.0,544381,0
119.0,57,82.0,72,25,3088.0,11109818,3
122.0,11,6.0,22,1,3294.0,546603,0
122.0,35,26.0,48,1,3294.0,546603,0
96.0,44,47.0,39,11,2510.0,3277396,1
146.0,90,137.0,103,44,3704.0,23330618,3
103.0,42,37.0,60,9,2851.0,561045,0
151.0,75,106.0,82,25,3971.0,25552582,3
60.0,4,10.0,12,2,1654.0,544381,0
60.0,5,21.0,19,5,1654.0,544381,0
138.0,26,84.0,90,17,3709.0,13331782,3
116.0,20,51.0,54,10,3076.0,4443927,1
127.0,52,49.0,99,12,3437.0,3888436,1
14.0,54,83.0,68,14,357.0,14442764,3
55.0,6,22.0,19,4,1563.0,972109,0
106.0,35,55.0,50,11,2863.0,6665891,2
55.0,21,14.0,27,1,1658.0,2333061,1
145.0,32,52.0,64,5,3785.0,561823,0
115.0,21,41.0,46,8,3104.0,546269,0
97.0,70,82.0,64,29,2533.0,548825,0
95.0,50,56.0,63,18,2482.0,551713,0
71.0,6,12.0,12,1,1889.0,797684,0
71.0,8,9.0,12,2,1889.0,797684,0
51.0,10,20.0,16,7,1351.0,549936,0
149.0,30,77.0,56,21,3937.0,546380,0
57.0,9,14.0,22,4,1610.0,549269,0
8.0,1,3.0,1,1,195.0,547714,0
65.0,12,8.0,21,2,1701.0,547158,0
65.0,11,17.0,14,5,1701.0,547158,0
43.0,43,25.0,38,8,1148.0,3221847,1
43.0,0,0.0,0,0,1148.0,3221847,1
65.0,18,36.0,35,13,1685.0,549936,0
7.0,79,82.0,62,15,159.0,9443345,2
106.0,33,46.0,54,4,2844.0,559018,0
61.0,21,17.0,30,2,1715.0,562156,0
156.0,19,52.0,57,4,4165.0,3332945,1
64.0,8,13.0,19,3,1696.0,7499127,2
64.0,1,4.0,1,0,1696.0,7499127,2
62.0,20,18.0,29,1,1623.0,1166530,1
155.0,52,81.0,90,20,4093.0,9998836,2
4.0,0,2.0,2,1,132.0,666589,0
154.0,51,79.0,86,17,4135.0,586876,0
67.0,8,9.0,19,2,1939.0,578266,0
67.0,8,10.0,8,0,1939.0,578266,0
29.0,24,12.0,13,5,786.0,1110981,1
126.0,32,42.0,42,12,3389.0,582709,0
127.0,21,79.0,48,13,3373.0,1110981,1
41.0,6,20.0,15,3,1030.0,1222080,1
138.0,23,54.0,68,6,3609.0,9721091,2
45.0,10,12.0,26,3,1245.0,569378,0
49.0,21,32.0,29,8,1373.0,545492,0
116.0,34,36.0,32,5,3050.0,4555025,1
116.0,19,22.0,20,5,3050.0,4555025,1
60.0,17,21.0,23,7,1605.0,549936,0
105.0,47,79.0,73,21,2794.0,19331084,3
0.0,1,0.0,1,0,3.0,549936,0
102.0,68,39.0,40,11,2765.0,5610458,1
29.0,2,5.0,15,0,774.0,544381,0
118.0,23,54.0,55,13,3133.0,10109934,3
34.0,40,64.0,49,17,906.0,17775709,3
30.0,7,10.0,9,0,923.0,546603,0
148.0,110,97.0,109,27,3926.0,566600,0
138.0,54,100.0,85,34,3702.0,599930,0
4.0,0,1.0,2,1,115.0,544936,0
96.0,28,31.0,62,6,2507.0,23171907,3
45.0,5,6.0,12,1,1262.0,561045,0
45.0,1,5.0,6,0,1262.0,561045,0
109.0,45,52.0,43,10,2917.0,2221963,1
